TeamID,Seed,Season,WinR,LoseR,TotalG
1102, 11,2004,0.0,1.0,1.0
1102, 13,2006,0.0,1.0,1.0
1103, 12,2013,0.0,1.0,1.0
1103, 13,2009,0.0,1.0,1.0
1103, 15,3997,0.0,2.0,2.0
1104, 02,3989,3.0,2.0,5.0
1104, 04,1991,2.0,1.0,3.0
1104, 05,7978,4.0,4.0,8.0
1104, 06,1989,0.0,1.0,1.0
1104, 07,3975,4.0,2.0,6.0
1104, 08,2004,3.0,1.0,4.0
1104, 09,6024,2.0,3.0,5.0
1104, 10,4009,1.0,2.0,3.0
1105, 16 ,2005,0.0,1.0,1.0
1106, 16,4005,0.0,2.0,2.0
1106, 16 ,4020,0.0,2.0,2.0
1107, 13,2007,0.0,1.0,1.0
1107, 14,2015,0.0,1.0,1.0
1107, 15,2013,0.0,1.0,1.0
1107, 16,2006,0.0,1.0,1.0
1107, 16 ,2014,1.0,1.0,2.0
1108, 15,1999,0.0,1.0,1.0
1108, 16 ,2002,0.0,1.0,1.0
1110, 14,2009,0.0,1.0,1.0
1110, 15,4022,0.0,2.0,2.0
1111, 14,2000,0.0,1.0,1.0
1112, 01,11992,16.0,6.0,22.0
1112, 02,14001,17.0,7.0,24.0
1112, 03,7995,7.0,4.0,11.0
1112, 04,6014,6.0,2.0,8.0
1112, 05,4006,3.0,2.0,5.0
1112, 06,4029,2.0,2.0,4.0
1112, 08,4013,1.0,2.0,3.0
1112, 09,3990,0.0,2.0,2.0
1112, 10,5980,0.0,3.0,3.0
1112, 12,2009,2.0,1.0,3.0
1113, 05,1995,2.0,1.0,3.0
1113, 06,2009,1.0,1.0,2.0
1113, 08,1991,1.0,1.0,2.0
1113, 10,4017,1.0,2.0,3.0
1113, 11 ,2018,0.0,1.0,1.0
1114, 12,2016,1.0,1.0,2.0
1114, 13,1989,0.0,1.0,1.0
1114, 14,1986,1.0,1.0,2.0
1114, 16,1990,0.0,1.0,1.0
1114, 16 ,2011,0.0,1.0,1.0
1115, 16 ,2010,1.0,1.0,2.0
1116, 01,3985,9.0,1.0,10.0
1116, 02,1995,5.0,1.0,6.0
1116, 03,1992,1.0,1.0,2.0
1116, 04,5982,7.0,3.0,10.0
1116, 05,4004,2.0,2.0,4.0
1116, 06,1998,1.0,1.0,2.0
1116, 07,4019,0.0,2.0,2.0
1116, 08,4023,1.0,2.0,3.0
1116, 09,3993,2.0,2.0,4.0
1116, 11,3988,0.0,2.0,2.0
1116, 12,4003,2.0,2.0,4.0
1117, 15,1999,0.0,1.0,1.0
1120, 01,1999,2.0,1.0,3.0
1120, 04,2018,1.0,1.0,2.0
1120, 07,2000,1.0,1.0,2.0
1120, 08,5961,5.0,3.0,8.0
1120, 10,2003,2.0,1.0,3.0
1120, 11,1985,2.0,1.0,3.0
1122, 13,2003,0.0,1.0,1.0
1122, 14,3983,1.0,2.0,3.0
1122, 15,2008,0.0,1.0,1.0
1122, 16,2016,0.0,1.0,1.0
1123, 09,1989,1.0,1.0,2.0
1123, 11,2000,0.0,1.0,1.0
1123, 12,3985,2.0,2.0,4.0
1123, 14,1986,0.0,1.0,1.0
1123, 15,1993,0.0,1.0,1.0
1124, 03,8054,8.0,4.0,12.0
1124, 05,2016,0.0,1.0,1.0
1124, 06,2014,2.0,1.0,3.0
1124, 08,1988,0.0,1.0,1.0
1124, 11,2008,0.0,1.0,1.0
1125, 11,2013,0.0,1.0,1.0
1125, 13,2011,0.0,1.0,1.0
1125, 14,2012,0.0,1.0,1.0
1125, 15,8036,0.0,4.0,4.0
1127, 15,2009,0.0,1.0,1.0
1129, 11 ,2015,0.0,1.0,1.0
1129, 13 ,2013,0.0,1.0,1.0
1129, 14,7983,0.0,4.0,4.0
1130, 03,2001,1.0,1.0,2.0
1130, 04,4011,3.0,2.0,5.0
1130, 05,1997,1.0,1.0,2.0
1130, 06,2004,1.0,1.0,2.0
1130, 07,4016,1.0,2.0,3.0
1130, 09,1994,3.0,1.0,4.0
1130, 11,5983,3.0,3.0,6.0
1131, 12,1997,0.0,1.0,1.0
1131, 15,1988,0.0,1.0,1.0
1131, 16,6003,0.0,3.0,3.0
1133, 07,1986,1.0,1.0,2.0
1133, 08,1996,0.0,1.0,1.0
1133, 09,1988,0.0,1.0,1.0
1133, 13,2006,2.0,1.0,3.0
1135, 15,1986,0.0,1.0,1.0
1137, 09,2006,1.0,1.0,2.0
1137, 11,2013,0.0,1.0,1.0
1137, 13,2017,0.0,1.0,1.0
1137, 14,6034,1.0,3.0,4.0
1137, 15,1989,0.0,1.0,1.0
1137, 16,1987,0.0,1.0,1.0
1138, 12,2015,0.0,1.0,1.0
1138, 13,2018,1.0,1.0,2.0
1138, 14,2016,0.0,1.0,1.0
1139, 04,2017,2.0,1.0,3.0
1139, 05,4017,7.0,2.0,9.0
1139, 06,4028,2.0,2.0,4.0
1139, 07,2008,1.0,1.0,2.0
1139, 08,2011,5.0,1.0,6.0
1139, 09,4025,1.0,2.0,3.0
1139, 10,4019,2.0,2.0,4.0
1139, 12,4003,2.0,2.0,4.0
1139, 13,1998,0.0,1.0,1.0
1139, 14,1997,0.0,1.0,1.0
1140, 03,2011,2.0,1.0,3.0
1140, 04,1988,1.0,1.0,2.0
1140, 07,4003,2.0,2.0,4.0
1140, 08,8019,0.0,4.0,4.0
1140, 10,7984,1.0,4.0,5.0
1140, 11 ,2015,0.0,1.0,1.0
1140, 12,7998,0.0,4.0,4.0
1140, 14 ,2012,1.0,1.0,2.0
1141, 11,2003,1.0,1.0,2.0
1141, 13,1987,0.0,1.0,1.0
1142, 16 ,2014,1.0,1.0,2.0
1143, 04,2016,0.0,1.0,1.0
1143, 05,3991,2.0,2.0,4.0
1143, 06,3995,3.0,2.0,5.0
1143, 07,4015,0.0,2.0,2.0
1143, 08,6014,2.0,3.0,5.0
1143, 09,1990,1.0,1.0,2.0
1143, 12,4009,1.0,2.0,3.0
1143, 12 ,2012,0.0,1.0,1.0
1144, 16,1992,0.0,1.0,1.0
1145, 13,1996,0.0,1.0,1.0
1148, 14,2002,0.0,1.0,1.0
1148, 15,2000,0.0,1.0,1.0
1148, 16,2007,0.0,1.0,1.0
1149, 15,1997,0.0,1.0,1.0
1150, 05,1999,1.0,1.0,2.0
1150, 07,7989,1.0,4.0,5.0
1150, 08,1998,1.0,1.0,2.0
1150, 09,6007,1.0,3.0,4.0
1150, 13,1988,0.0,1.0,1.0
1151, 12,4009,0.0,2.0,2.0
1151, 13,1994,0.0,1.0,1.0
1151, 14,1997,2.0,1.0,3.0
1151, 15,4000,0.0,2.0,2.0
1151, 16,3997,0.0,2.0,2.0
1153, 01,2002,1.0,1.0,2.0
1153, 02,10005,9.0,5.0,14.0
1153, 03,3996,2.0,2.0,4.0
1153, 04,3996,5.0,2.0,7.0
1153, 05,4015,2.0,2.0,4.0
1153, 06,6040,4.0,3.0,7.0
1153, 07,4000,2.0,2.0,4.0
1153, 08,6012,1.0,3.0,4.0
1153, 09,2016,0.0,1.0,1.0
1153, 10,2013,0.0,1.0,1.0
1155, 04,3984,2.0,2.0,4.0
1155, 05,6016,4.0,3.0,7.0
1155, 06,1998,0.0,1.0,1.0
1155, 07,4019,0.0,2.0,2.0
1155, 09,3985,1.0,2.0,3.0
1155, 12 ,2011,1.0,1.0,2.0
1156, 13,2009,1.0,1.0,2.0
1156, 14,1986,2.0,1.0,3.0
1157, 15,1991,0.0,1.0,1.0
1157, 16,6022,0.0,3.0,3.0
1158, 08,1999,0.0,1.0,1.0
1158, 12,3991,1.0,2.0,3.0
1158, 13,2018,0.0,1.0,1.0
1158, 14,1998,0.0,1.0,1.0
1159, 16,3991,0.0,2.0,2.0
1160, 08,4030,0.0,2.0,2.0
1160, 09,1997,1.0,1.0,2.0
1160, 10,4016,0.0,2.0,2.0
1160, 11,2012,1.0,1.0,2.0
1161, 08,2013,1.0,1.0,2.0
1161, 10,3979,1.0,2.0,3.0
1161, 11,2012,0.0,1.0,1.0
1161, 14,2003,0.0,1.0,1.0
1163, 01,10000,18.0,4.0,22.0
1163, 02,11998,18.0,5.0,23.0
1163, 03,2011,6.0,0.0,6.0
1163, 04,2008,0.0,1.0,1.0
1163, 05,4003,3.0,2.0,5.0
1163, 07,2014,6.0,0.0,6.0
1163, 09,6020,2.0,3.0,5.0
1163, 11,1991,2.0,1.0,3.0
1164, 15,5980,1.0,3.0,4.0
1164, 16 ,2008,0.0,1.0,1.0
1165, 12,2010,2.0,1.0,3.0
1165, 14,4017,0.0,2.0,2.0
1165, 16,1988,0.0,1.0,1.0
1166, 03,2014,1.0,1.0,2.0
1166, 06,4020,0.0,2.0,2.0
1166, 07,2013,1.0,1.0,2.0
1166, 08,4030,1.0,2.0,3.0
1166, 10,10012,1.0,5.0,6.0
1166, 11,1991,1.0,1.0,2.0
1166, 12,2002,1.0,1.0,2.0
1166, 14,1989,0.0,1.0,1.0
1167, 15,2016,0.0,1.0,1.0
1168, 14,2008,0.0,1.0,1.0
1168, 15,2018,0.0,1.0,1.0
1169, 13,2001,0.0,1.0,1.0
1169, 15,2009,0.0,1.0,1.0
1172, 10,4023,3.0,2.0,5.0
1172, 12,2018,0.0,1.0,1.0
1172, 13,6021,0.0,3.0,3.0
1172, 14,4011,0.0,2.0,2.0
1172, 15,2006,0.0,1.0,1.0
1172, 16,1986,0.0,1.0,1.0
1173, 04,2003,0.0,1.0,1.0
1173, 07,4033,0.0,2.0,2.0
1173, 09,1985,0.0,1.0,1.0
1173, 10,2004,0.0,1.0,1.0
1173, 11,6023,4.0,3.0,7.0
1173, 11 ,2015,2.0,1.0,3.0
1173, 12,1990,1.0,1.0,2.0
1174, 13,7998,0.0,4.0,4.0
1174, 15,1998,0.0,1.0,1.0
1175, 16,2005,0.0,1.0,1.0
1177, 03,1987,2.0,1.0,3.0
1177, 05,3980,1.0,2.0,3.0
1177, 07,2004,1.0,1.0,2.0
1177, 09,3991,0.0,2.0,2.0
1177, 10,1985,0.0,1.0,1.0
1177, 12,3975,3.0,2.0,5.0
1178, 10,1998,1.0,1.0,2.0
1178, 12,1999,1.0,1.0,2.0
1178, 15,2012,0.0,1.0,1.0
1179, 05,2008,0.0,1.0,1.0
1180, 12,1996,1.0,1.0,2.0
1180, 13,3989,0.0,2.0,2.0
1180, 15,1986,0.0,1.0,1.0
1181, 01,26029,51.0,9.0,60.0
1181, 02,22036,30.0,10.0,40.0
1181, 03,9985,9.0,5.0,14.0
1181, 04,2016,2.0,1.0,3.0
1181, 05,1987,2.0,1.0,3.0
1181, 06,2007,0.0,1.0,1.0
1181, 08,1996,0.0,1.0,1.0
1183, 15,3993,0.0,2.0,2.0
1184, 15,4019,0.0,2.0,2.0
1184, 16,2007,0.0,1.0,1.0
1185, 09,1996,1.0,1.0,2.0
1185, 12,1991,2.0,1.0,3.0
1185, 13,1998,0.0,1.0,1.0
1185, 15,1988,0.0,1.0,1.0
1186, 13,2015,0.0,1.0,1.0
1186, 15,2004,0.0,1.0,1.0
1187, 16,1993,0.0,1.0,1.0
1190, 10,1991,0.0,1.0,1.0
1190, 13,6011,0.0,3.0,3.0
1190, 14,1992,1.0,1.0,2.0
1190, 15,2003,0.0,1.0,1.0
1190, 16,6008,0.0,3.0,3.0
1191, 08,1992,0.0,1.0,1.0
1191, 11,3988,1.0,2.0,3.0
1191, 14,1993,0.0,1.0,1.0
1192, 15,1998,0.0,1.0,1.0
1192, 16,5978,0.0,3.0,3.0
1192, 16 ,2016,0.0,1.0,1.0
1193, 13,1986,0.0,1.0,1.0
1193, 16,3984,0.0,2.0,2.0
1194, 15,2002,0.0,1.0,1.0
1195, 14,2017,0.0,1.0,1.0
1195, 15,2013,2.0,1.0,3.0
1195, 16 ,2016,1.0,1.0,2.0
1196, 01,4021,10.0,1.0,11.0
1196, 02,4014,4.0,2.0,6.0
1196, 03,8014,14.0,3.0,17.0
1196, 04,4022,4.0,2.0,6.0
1196, 05,6006,5.0,3.0,8.0
1196, 06,7992,6.0,4.0,10.0
1196, 07,4001,3.0,2.0,5.0
1196, 10,4005,0.0,2.0,2.0
1197, 16,1999,0.0,1.0,1.0
1197, 16 ,4011,1.0,2.0,3.0
1198, 16,1995,0.0,1.0,1.0
1199, 03,8014,7.0,4.0,11.0
1199, 04,1989,0.0,1.0,1.0
1199, 05,2009,0.0,1.0,1.0
1199, 07,1991,1.0,1.0,2.0
1199, 09,4028,3.0,2.0,5.0
1199, 10,2011,2.0,1.0,3.0
1199, 12,3986,1.0,2.0,3.0
1200, 14,1992,0.0,1.0,1.0
1201, 09,4001,1.0,2.0,3.0
1201, 14,2016,0.0,1.0,1.0
1203, 08,2006,1.0,1.0,2.0
1203, 09,4012,0.0,2.0,2.0
1203, 10,1994,1.0,1.0,2.0
1203, 11,6002,0.0,3.0,3.0
1203, 12,3998,2.0,2.0,4.0
1204, 15,3979,0.0,2.0,2.0
1206, 08,2011,1.0,1.0,2.0
1206, 11,2006,4.0,1.0,5.0
1206, 12,2008,0.0,1.0,1.0
1206, 14,4000,0.0,2.0,2.0
1206, 15,1989,0.0,1.0,1.0
1207, 01,5961,11.0,3.0,14.0
1207, 02,8024,8.0,4.0,12.0
1207, 03,6012,2.0,3.0,5.0
1207, 04,4001,2.0,2.0,4.0
1207, 06,5998,3.0,3.0,6.0
1207, 07,2006,2.0,1.0,3.0
1207, 08,3979,2.0,2.0,4.0
1207, 09,1994,1.0,1.0,2.0
1207, 10,3998,2.0,2.0,4.0
1208, 03,3999,1.0,2.0,3.0
1208, 06,1985,1.0,1.0,2.0
1208, 07,1990,0.0,1.0,1.0
1208, 08,5984,2.0,3.0,5.0
1208, 10,4026,0.0,2.0,2.0
1208, 11,1991,0.0,1.0,1.0
1208, 14,2008,0.0,1.0,1.0
1209, 11,2001,1.0,1.0,2.0
1209, 14,2015,1.0,1.0,2.0
1209, 15,2018,0.0,1.0,1.0
1209, 16,1991,0.0,1.0,1.0
1210, 02,3971,5.0,2.0,7.0
1210, 03,4000,7.0,2.0,9.0
1210, 04,3983,4.0,2.0,6.0
1210, 05,3993,2.0,2.0,4.0
1210, 06,1989,0.0,1.0,1.0
1210, 07,3979,2.0,2.0,4.0
1210, 08,3992,1.0,2.0,3.0
1210, 10,4017,1.0,2.0,3.0
1211, 01,4030,6.0,2.0,8.0
1211, 02,4019,4.0,2.0,6.0
1211, 03,4011,3.0,2.0,5.0
1211, 04,4027,4.0,2.0,6.0
1211, 06,2002,0.0,1.0,1.0
1211, 07,4020,1.0,2.0,3.0
1211, 08,4024,2.0,2.0,4.0
1211, 09,2003,1.0,1.0,2.0
1211, 10,6006,5.0,3.0,8.0
1211, 11,4027,3.0,2.0,5.0
1211, 12,2001,2.0,1.0,3.0
1211, 14,1995,0.0,1.0,1.0
1214, 15,4003,1.0,2.0,3.0
1214, 16,4027,0.0,2.0,2.0
1214, 16 ,4021,1.0,2.0,3.0
1217, 12,4026,1.0,2.0,3.0
1217, 13,2015,0.0,1.0,1.0
1217, 14,2013,1.0,1.0,2.0
1218, 10,2002,0.0,1.0,1.0
1218, 12,2001,0.0,1.0,1.0
1218, 13,4010,1.0,2.0,3.0
1220, 13,2001,0.0,1.0,1.0
1220, 14,2000,0.0,1.0,1.0
1221, 13,4000,0.0,2.0,2.0
1221, 14,2003,0.0,1.0,1.0
1221, 15,2001,0.0,1.0,1.0
1221, 16,2002,0.0,1.0,1.0
1221, 16 ,2016,1.0,1.0,2.0
1222, 06,2018,1.0,1.0,2.0
1222, 08,1990,0.0,1.0,1.0
1222, 10,1992,0.0,1.0,1.0
1222, 12,1987,0.0,1.0,1.0
1222, 13,2010,0.0,1.0,1.0
1224, 16,1992,0.0,1.0,1.0
1225, 13,3979,0.0,2.0,2.0
1226, 16,1987,0.0,1.0,1.0
1227, 09,1998,0.0,1.0,1.0
1227, 13,2004,0.0,1.0,1.0
1227, 15,2002,0.0,1.0,1.0
1228, 01,5995,12.0,3.0,15.0
1228, 03,5960,3.0,3.0,6.0
1228, 04,9997,6.0,5.0,11.0
1228, 05,8001,3.0,4.0,7.0
1228, 06,3990,2.0,2.0,4.0
1228, 07,2013,1.0,1.0,2.0
1228, 08,1994,0.0,1.0,1.0
1228, 09,2011,1.0,1.0,2.0
1228, 11,1995,0.0,1.0,1.0
1228, 12,2007,0.0,1.0,1.0
1229, 09,3983,2.0,2.0,4.0
1229, 11,1997,0.0,1.0,1.0
1229, 14,1990,0.0,1.0,1.0
1231, 01,5993,11.0,2.0,13.0
1231, 02,5972,8.0,3.0,11.0
1231, 03,1986,0.0,1.0,1.0
1231, 04,6001,2.0,3.0,5.0
1231, 05,6012,9.0,3.0,12.0
1231, 06,8001,2.0,4.0,6.0
1231, 07,6008,3.0,3.0,6.0
1231, 08,5995,0.0,3.0,3.0
1231, 09,1995,0.0,1.0,1.0
1231, 10,2015,0.0,1.0,1.0
1232, 12,2000,0.0,1.0,1.0
1232, 13,2001,1.0,1.0,2.0
1232, 14,2011,0.0,1.0,1.0
1233, 12,1998,0.0,1.0,1.0
1233, 13,6007,0.0,3.0,3.0
1233, 14,6018,0.0,3.0,3.0
1233, 14 ,2012,0.0,1.0,1.0
1233, 15,4031,0.0,2.0,2.0
1234, 02,1987,3.0,1.0,4.0
1234, 03,2006,0.0,1.0,1.0
1234, 04,3982,2.0,2.0,4.0
1234, 05,3987,4.0,2.0,6.0
1234, 06,1996,1.0,1.0,2.0
1234, 07,8023,4.0,4.0,8.0
1234, 08,3982,1.0,2.0,3.0
1234, 09,1992,1.0,1.0,2.0
1234, 10,2005,0.0,1.0,1.0
1234, 11,1986,0.0,1.0,1.0
1234, 11 ,2014,0.0,1.0,1.0
1235, 02,4001,3.0,2.0,5.0
1235, 03,4029,2.0,2.0,4.0
1235, 04,2016,2.0,1.0,3.0
1235, 05,4013,2.0,2.0,4.0
1235, 06,1997,2.0,1.0,3.0
1235, 07,3981,3.0,2.0,5.0
1235, 08,4005,1.0,2.0,3.0
1235, 09,2005,1.0,1.0,2.0
1235, 10,5994,2.0,3.0,5.0
1235, 12,1988,0.0,1.0,1.0
1235, 13,1985,0.0,1.0,1.0
1237, 16,2003,0.0,1.0,1.0
1238, 16,6004,0.0,3.0,3.0
1239, 08,1986,0.0,1.0,1.0
1240, 15,2017,0.0,1.0,1.0
1241, 14,1994,0.0,1.0,1.0
1241, 16 ,2013,1.0,1.0,2.0
